Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Opportunity Key Dates Current Stage,Accounts Is Churned? (Yes / No),Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value
Brainchild Llc Joeffis Grille,2022-08-12,0014W00002xcxqxQAA,18. Live,No,0253cc2a-8e02-4366-87f6-0f1a36c3d6b6,0,209
Redhead Sweets,2022-08-12,0014W00002xczjzQAA,18. Live,No,f064aa6b-5f5d-4de6-8d58-07d3f04aa20b,0,0
Deputy Volunteer Fire Company Inc,2022-08-12,0014W00002xd07NQAQ,18. Live,No,5b958c94-c29c-46a3-a95c-d6f603fd72c4,0,527
Tex- Is Smokin Good Barbecue,2022-08-12,0014W00002xczLrQAI,18. Live,No,c27c6933-c603-49e1-959b-c64af5ebace2,300,1017
Caffeinated Rooster,2022-08-11,0014W00002xcxKDQAY,18. Live,No,c3b5c9d2-f176-46f7-a479-42ebde7aef1b,0,209
Premier Cigar Lounge,2022-08-11,0014W00002xcwEXQAY,18. Live,No,96da522f-2baf-4d6f-b9dd-8f2d9877df2d,600,1016
Premier Concession and Vending,2022-08-11,0014W00002xcwU6QAI,18. Live,No,f4573e41-0898-4773-8e82-26e96d58b0a4,0,518
LaNaes Country Cafe,2022-08-11,0014W00002xcwY3QAI,16. Closed - Onboarded,No,feb7fa8d-cb6a-4dcb-9b61-40288cec81e5,0,0
Mason's Creations,2022-08-11,0014W00002xcxUrQAI,13. Booked - Need Info to Onboard,Yes,ec682a2d-2cee-4889-b174-fb6b44874976,0,0
Humboldt Dream Works,2022-08-11,0014W00002xcwNPQAY,13. Booked - Need Info to Onboard,Yes,0c12b0d3-1f79-4eae-9cb4-74bdb82372c7,0,0
Up in smoke,2022-08-11,0014W00002xcxNvQAI,16. Closed - Onboarded,No,ac52d842-a5f8-4120-a657-911cd4ad4a2a,300,499
El Atascadero,2022-08-11,0014W00002xcxZ3QAI,18. Live,No,de4c11d8-fddd-4558-aea2-07ab2bff07b8,300,1017
C&G Spirits,2022-08-11,0014W00002xcwQ4QAI,18. Live,No,454686f3-cd60-4661-b6a6-95585203bbe7,0,0
El Caballo’s Tube Steak House,2022-08-11,0014W00002xcxZIQAY,13. Booked - Need Info to Onboard,Yes,ebe26aea-55fd-4c17-ba13-9d5b179eaef9,828,209
The coffee zone,2022-08-10,0014W00002xctjCQAQ,13. Booked - Need Info to Onboard,Yes,aa30961b-20eb-44a8-8df9-9bac5b14913d,300,1017
Little Miss,2022-08-10,0014W00002xctsoQAA,18. Live,No,7f96402d-a494-41d5-843c-ba4ef9301469,0,318
Cloudy Moon Bakery LLC,2022-08-10,0014W00002xcu2ZQAQ,18. Live,No,d9370299-a6d8-4438-9ee3-60559d1e6766,0,199
fork it,2022-08-10,0014W00002xcsiSQAQ,13. Booked - Need Info to Onboard,Yes,7cfb83a2-f71a-4186-b43b-f7a34d9ed0bb,300,817
Casa Aguilar,2022-08-10,0014W00002xcu7AQAQ,18. Live,No,59e42f6f-f6e2-4d42-8028-135ae42884a2,0,527
Snackfest,2022-08-10,0014W00002xcdUmQAI,18. Live,No,ef850345-3768-46c4-bfda-423fd37d535c,0,318
Dannys Pizza LLC DARREN YEUNG,2022-08-10,0014W00002xct9UQAQ,18. Live,No,c913d862-f551-4796-9b08-252e29b5b610,300,904.4
MMCO,2022-08-10,0014W00002xcuJQQAY,18. Live,No,352e1a93-319c-4cb6-a42b-77f0f6c58e38,0,0
Jonesiez Hideout,2022-08-09,0014W00002xcs25QAA,18. Live,No,5eace514-7ef3-45ad-bb92-0fe5ea494942,0,0
LeMonae,2022-08-09,0014W00002xcrtIQAQ,16. Closed - Onboarded,No,a50e1c51-4896-498f-93b5-986870117214,0,0
Big Meats BBQ,2022-08-09,0014W00002xcqbFQAQ,13. Booked - Need Info to Onboard,Yes,d110f9ae-c2ef-432c-b6d4-532113be4eb8,0,0
Two A Concessions,2022-08-09,0014W00002xcqdBQAQ,13. Booked - Need Info to Onboard,Yes,bc2a3a31-7816-4abe-a1bd-defc0321c451,0,0
Sam's Family Diner,2022-08-09,0014W00002xcsXjQAI,13. Booked - Need Info to Onboard,Yes,e0572cc0-1c29-442c-862b-b11339259415,0,0
VOKO KARAOKE & R,2022-08-09,0014W00002xcoXzQAI,13. Booked - Need Info to Onboard,Yes,a81a30bb-9127-4bd9-8e5d-8033e29374e0,0,0
The Wild Goose,2022-08-09,0014W00002xcsSeQAI,13. Booked - Need Info to Onboard,Yes,1a67dd84-4b48-43b2-9b2f-35fc56fe94c2,708,1117
Cabella’s Coffee Shop,2022-08-09,0014W00002xcr4HQAQ,18. Live,No,9c47fcbc-aa02-4396-a713-9730fd2f9bb3,0,119
Finger Lakes Plates,2022-08-09,0014W00002xcrxyQAA,18. Live,No,e958ea7e-5072-48db-a0a9-4b0e8d135bbd,0,0
Millie’s Kitchen and Cocktails,2022-08-08,0014W00002xcoF6QAI,18. Live,No,d7f06163-9d01-4152-be49-28adfe02d32d,2568,2335
Prescott Eagle's Nest,2022-08-08,0014W00002xcdmFQAQ,13. Booked - Need Info to Onboard,Yes,105308ff-bf7d-42bf-b796-3ba9d3da1af8,0,527
The Backyard,2022-08-08,0014W00002xcnKcQAI,18. Live,No,651a3a6c-a13a-44c3-8071-613b2bae211c,1968,2216
Traci's Cherished Creations LLC,2022-08-08,0014W00002xcoIFQAY,18. Live,No,677a30cd-09ab-4f33-b910-e63ca1c55c14,0,318
Green House Juice Cafe,2022-08-08,0014W00002xcnGfQAI,13. Booked - Need Info to Onboard,Yes,4bcabab2-c83c-48c5-96c8-d668c5e7c9eb,0,0
Rhythm and Blues Soul Kitchen,2022-08-08,0014W00002xcnSrQAI,18. Live,No,487b8bb4-c94e-4909-a2b7-6c6d69d22580,300,499
Armonia Kitchen,2022-08-08,0013c00001qtaKsAAI,18. Live,No,e37cc915-a256-4cd5-8da5-003178af71ca,0,318
El Mexicano y La Guera Tacos,2022-08-08,0014W00002xcoSUQAY,16. Closed - Onboarded,Yes,e3e7af36-fa7e-408a-9ba4-0b6d5969b7f3,0,727
Coo Coo Bean,2022-08-08,0014W00002xcni6QAA,16. Closed - Onboarded,No,c0040ec4-8772-4725-9cd4-3ff1f0cdc022,0,254.4
Dixie Outpost Barbecue,2022-08-08,001C000001cFt1jIAC,18. Live,Yes,7cc7c496-3ff4-4046-a7aa-a5b7f41fe126,0,199
Top 5ive Bar and Grill,2022-08-08,0014W00002xcnabQAA,13. Booked - Need Info to Onboard,Yes,dbea3ac6-183c-49ea-8f92-06eca6e52a30,0,0
Gaija chicken rice,2022-08-08,0014W00002xcosiQAA,18. Live,No,98bf9ab8-89d4-47d4-8e32-0ad83369daba,0,0
Frankie and Wallys,2022-08-08,0014W00002xcoxYQAQ,18. Live,No,592faacc-a85d-4b1d-bf6f-d883ad3dbdb0,0,608
Pretzels on the Go,2022-08-08,0014W00002xcnxHQAQ,18. Live,No,4a4a4f42-672a-48d3-aefc-05c9bcca1f6f,300,499
Cali’s Caribbean Vibe,2022-08-08,0014W00002xcp4jQAA,13. Booked - Need Info to Onboard,Yes,aed30bc5-2538-40e6-9751-1a76638c50fd,0,0
Clucks Tacos,2022-08-08,0014W00002xcnzDQAQ,16. Closed - Onboarded,No,12ab2415-c997-4e2b-bc4c-82198e1b30f9,0,209
Jacksons FireFrys,2022-08-08,0014W00002xcnJUQAY,13. Booked - Need Info to Onboard,Yes,9bfc5ed7-de70-463b-8e47-401961ed6d4f,0,0
Soul on the go llc,2022-08-08,0014W00002xcow1QAA,16. Closed - Onboarded,Yes,e585d4a3-dafc-452e-bfcd-a53a2c791b3b,0,0
Space kitchen Limited,2022-08-07,0014W00002xcnEZQAY,13. Booked - Need Info to Onboard,Yes,a5e5a391-b3dd-40e0-99d4-a23fb9b95e1f,0,0
FUPRODUCTIONS,2022-08-06,0014W00002xcgi7QAA,13. Booked - Need Info to Onboard,Yes,b7698759-6647-491c-a82a-91b90571aa69,0,0
World of Flavor,2022-08-06,0014W00002mvASoQAM,16. Closed - Onboarded,No,5fc0ded0-2d40-4aa2-9d24-f072d9f7b6ea,0,0
Forks'N'Motion,2022-08-06,0014W00002xch4SQAQ,18. Live,No,560b008d-114e-4905-b9bb-6ac5987870eb,0,0
Angel BBQ & More,2022-08-05,0014W00002xcenWQAQ,13. Booked - Need Info to Onboard,Yes,ad0ac9f0-fcb8-47b2-b6a7-ea53590e07ff,0,0
Santinos Pizzeria,2022-08-05,0014W00002xcfrOQAQ,13. Booked - Need Info to Onboard,Yes,0fe53331-f65c-4a6d-a811-36083330cb39,300,698
Paper Route Bakery,2022-08-05,0014W00002xcemdQAA,18. Live,No,cc3e13c5-cc94-4cc8-bb27-6f7afc4ede06,0,0
N Dort Bar LLC dba AJ Racer's Bar & Grill,2022-08-05,0014W00002xcg6bQAA,18. Live,No,460a4e93-7772-4a52-a7fc-22ab5bfeca78,0,527
St Marys Catholic Club,2022-08-05,0014W00002xcNExQAM,18. Live,No,2a0a2a7d-aee5-4f19-9f95-64df30fba0cc,0,318
Mac’s,2022-08-05,0014W00002xcgEGQAY,18. Live,No,91cdbfc8-d50a-4d59-bb93-948121d0ae95,0,0
Smokin' Joe's Pit BBQ,2022-08-05,0014W00002xcgf8QAA,18. Live,No,39ed0c38-3fc3-45d0-83c6-a611d8e37199,0,518
Estella’s Taqueria,2022-08-05,0014W00002xcgeoQAA,13. Booked - Need Info to Onboard,Yes,b3b5c9dd-ca27-40a8-bbd4-e90d5f58db39,300,699
Ke tacos,2022-08-04,0014W00002xcee5QAA,18. Live,No,2326734c-4d4b-40d8-8f4c-5c14a53a878e,0,527
BUNKERS COUNTRY CLUB,2022-08-04,0014W00002xcdKZQAY,18. Live,No,e2149018-da8d-4b52-af00-9f2075a88d1d,0,119
El Chalateco Restaurant,2022-08-04,0014W00002xcef3QAA,18. Live,No,f82881ba-6f96-48d0-8b76-e1d965fe6b84,0,318
Munchie's Grill,2022-08-04,0014W00002xcdyLQAQ,18. Live,No,347da24b-4f1b-457c-83f7-a6abc68465bf,0,0
Switchyard,2022-08-04,0014W00002xcddZQAQ,18. Live,No,f3542c32-3e8d-4a2d-8e27-b84519717899,0,319
Valley fans Only llc,2022-08-04,0014W00002xceVNQAY,13. Booked - Need Info to Onboard,Yes,995757d4-58c2-4bef-a28c-789480408b12,0,0
Jiin Tea,2022-08-04,0014W00002xceERQAY,18. Live,No,25383740-3eb4-4e9b-b5aa-e7975963a2d4,0,200
Joyful House - Saint Louis,2022-08-04,001C000001lgo0SIAQ,18. Live,No,163d225d-cb83-484d-ad75-401dc4890a00,0,799
The Concept,2022-08-04,0014W00002xceGDQAY,13. Booked - Need Info to Onboard,Yes,fefb76d6-d753-4b90-af75-bcf040800010,0,0
The Blackwood Ranch LLC,2022-08-04,0014W00002xceYRQAY,16. Closed - Onboarded,Yes,76b74dde-6ace-464d-b325-3eb64bd59917,0,0
Idle Hands Lounge,2022-08-04,0014W00002xcXH7QAM,17. Closed - On hold by Billing,Yes,4cf4b4ce-0878-4c2b-815c-6df1cd93fbcd,0,318
"Integrity Investment and Entrepreneurship Group, LLC",2022-08-03,0014W00002xccw6QAA,13. Booked - Need Info to Onboard,Yes,e3af2dcb-d7f6-4941-a189-7e44a401ecf5,0,0
Kafe kava,2022-08-03,0014W00002xca1zQAA,18. Live,No,5fcba190-07e3-46b1-ab87-58efeb69afeb,600,936
The Groovy Greek,2022-08-03,0014W00002xccgPQAQ,18. Live,No,146d5bd7-52e1-43f0-86ff-25da063d11b5,0,318
Corinne's Place Food Truck,2022-08-03,0014W00002xccdVQAQ,18. Live,No,f5173b1f-98e6-4b47-894b-bb10b099a54f,600,727
1022 Cafe & Gelateria,2022-08-03,0014W00002xcd4ZQAQ,18. Live,No,6cc38d53-616f-4470-b28f-779ac4351fbf,0,318
Magnolias,2022-08-03,0014W00002mv9K2QAI,16. Closed - Onboarded,No,2e096f53-492e-44fc-85f8-08f3951d06e1,0,199
Break of Dawn Cafe,2022-08-03,0014W00002xccMwQAI,18. Live,No,7a4a8790-8ddf-47e0-a838-32323560c95e,0,318
American Legion Post 26,2022-08-03,0014W00002xccwLQAQ,18. Live,No,6e8ef503-e378-4e7d-9673-dd1dc52115a0,0,318
Vera Lee Meeting & Event Venue,2022-08-03,0014W00002xcIF7QAM,18. Live,No,aaa84183-3468-411f-8815-8e4d645fbcc0,0,318
DCs SmokeHouse BBQ,2022-08-03,0014W00002xcbDBQAY,16. Closed - Onboarded,No,b33e0192-6184-4148-838d-db730fc0cfee,0,0
Millie's,2022-08-02,0013c00001tio4rAAA,13. Booked - Need Info to Onboard,Yes,f1455513-e023-458c-a7ee-e5c2c135de06,600,1127
Big Bros,2022-08-02,0013c00001rQr7wAAC,18. Live,No,6f8e1551-5bab-472d-b3f9-7d3816ae683f,0,199
Shepherds's Ground Coffee Shop,2022-08-02,0014W00002xcZv8QAE,18. Live,No,36a749c8-d6f6-468b-80f3-b3343f2ed296,600,727
Corner Grill and Coffeehouse,2022-08-01,0014W00002xcXuXQAU,18. Live,Yes,28e7d5d8-e486-4123-8e1d-759691a3d68a,0,527
The Kingdom Creperie,2022-08-01,0014W00002xcYOmQAM,18. Live,No,f0d2a726-a9de-4f4c-9ed7-6981271b4254,0,200
Falls drive thru bar,2022-08-01,001C000001ajFddIAE,18. Live,No,0357a63d-1afd-4a65-ba58-520d4d6c7511,0,318
Two Sisters on the move,2022-08-01,0014W00002xcYH7QAM,13. Booked - Need Info to Onboard,Yes,71aee5f0-021f-4db9-ae7b-20530023e6c6,0,0
Rebel Daughters BBQ,2022-08-01,0014W00002xcXWaQAM,13. Booked - Need Info to Onboard,Yes,a6a3e0d2-776e-4091-977a-579ef8a946c1,0,328
Blossom Mochi Donuts LLC,2022-08-01,0014W00002xcXgoQAE,17. Closed - On hold by Billing,Yes,50e6104c-f854-4f65-9546-182a0eae2990,300,817
Sweetwoods Tropical Grill,2022-08-01,0014W00002xcY0kQAE,18. Live,No,1e8d86d7-ef97-4818-82de-ac02393a16af,0,727
Canutillo Cheer Booster CO Sunny Baker,2022-08-01,0014W00002xcYFuQAM,17. Closed - On hold by Billing,Yes,5f3b9461-6ca2-4df4-ac08-49e1e4a3939e,0,0
Salsa Grill,2022-08-01,0014W00002xcYGEQA2,18. Live,No,89ae2eed-0945-4b5b-a4e1-b4e17c8030d4,0,199
Procaffeinated Coffeehouse LLC,2022-08-01,0014W00002xcWuzQAE,18. Live,No,448eaa52-af85-4d15-bd36-a7c135757b36,0,0
Piggys Catering Soul,2022-08-01,0014W00002xcXNNQA2,13. Booked - Need Info to Onboard,Yes,50771c45-29d3-4bcf-bd89-1630c86371b1,0,0
511 Thai Asian Eatery,2022-08-01,0014W00002xcYONQA2,18. Live,No,fc2e099b-622f-4a37-87cc-89266c4cdf4d,0,408
Drunk Baker Grubbery,2022-08-01,0014W00002xcVddQAE,18. Live,No,3699bd5b-3d53-4c40-8314-c3e3195d48c7,0,0
Bird in Hand,2022-08-01,0014W00002xcWx5QAE,13. Booked - Need Info to Onboard,Yes,99db9a74-4c49-4b1b-98b2-6091c6d27478,0,209
Devine Golf Course,2022-08-01,0014W00002xcRM4QAM,18. Live,No,36b23870-e73a-495e-bbcb-6746124508f8,0,318
G's Cookies,2022-08-01,0014W00002xcYCRQA2,18. Live,No,05ed4039-4db7-4419-9c2e-765eda07f69c,0,318
Brix by Solaro,2022-07-31,0014W00002xcWZqQAM,13. Booked - Need Info to Onboard,Yes,248b4007-d20a-445c-b330-883d07e18047,0,0
Smart Home Polk LLC,2022-07-30,0014W00002xcVq8QAE,13. Booked - Need Info to Onboard,Yes,4ce2a7e3-43f8-4651-9459-72e61886bff5,0,0
Glazing Saddles Donuts,2022-07-30,0014W00002xcUzCQAU,13. Booked - Need Info to Onboard,Yes,fc1a1fe0-4b43-4e72-bec6-81a5c4e8aeb7,300,1017
Los Amigos,2022-07-30,0014W00002xcWApQAM,13. Booked - Need Info to Onboard,Yes,3652c6e2-34a9-44d7-819f-0efd0557da5c,0,1126
Corporation Food Hall,2022-07-29,001C000001jxgUVIAY,16. Closed - Onboarded,Yes,f633d546-e92f-4e68-bae7-0d5693307182,1728,1117
Mornin' Sunshine Coffee & Espresso,2022-07-29,0014W00002xcVXVQA2,18. Live,No,314eb651-1878-4798-8bdb-dc040df898cd,0,0
Pasquale Pro,2022-07-29,0013c00001qtGikAAE,18. Live,No,180ad33a-8785-4a30-8661-8553779f83ae,0,318
The Elliot,2022-07-29,0014W00002xcUz2QAE,18. Live,No,3ad14ace-b624-4377-91e6-c3344ee72bbd,0,0
Projectagram LLC,2022-07-29,0014W00002xcUO5QAM,13. Booked - Need Info to Onboard,Yes,fa056c54-d9fd-4bad-9a7f-6dd7ca34162b,0,0
Mahal,2022-07-29,0014W00002xcVj7QAE,18. Live,No,9a45aa45-5073-4bbe-9deb-126313ef2298,0,209
Fast lane,2022-07-29,0014W00002xcUt9QAE,13. Booked - Need Info to Onboard,Yes,e80aeadb-3d2e-4196-9a05-1f3b1ecd4b4b,0,527
Toscana Balkan Cuisine Inc.,2022-07-29,0014W00002xcVIZQA2,18. Live,No,32868751-fe61-465f-bd7d-264b4049c6ff,0,318
Flaming Pit Stop,2022-07-29,0014W00002xcVhBQAU,18. Live,No,39f1c3fb-fa3a-4f3f-a240-e761b811175f,0,209
Mariscos Los Dos Carnales LLC,2022-07-29,0014W00002xcVdiQAE,18. Live,No,f6480bf7-74a2-43ab-84f2-2a6bb5121148,0,318
Madhouse Cafe,2022-07-29,0014W00002xcVL4QAM,18. Live,No,df471d9c-926e-4860-905c-4a9fbc5f97d1,0,199
Cafe Lena,2022-07-29,0014W00002xcUMiQAM,18. Live,No,a2ce27a3-8bde-4ebf-8239-d6f3224dd8a6,0,318
Camptel Poconos,2022-07-28,0014W00002xcT3VQAU,18. Live,No,95fc5466-3864-4418-84ac-3f3d09501a33,1200,1345
Natalie's Classic Grill,2022-07-28,0014W00002xcTOJQA2,17. Closed - On hold by Billing,No,4cdd0c2c-d20e-49a4-ab64-7e2a7691f110,0,0
Golden Youth LLC,2022-07-28,0014W00002xcSw4QAE,16. Closed - Onboarded,No,4729ad53-ef2b-4821-927e-0c93bb794ab9,600,608
Chia Lab,2022-07-28,0014W00002xcTaFQAU,13. Booked - Need Info to Onboard,Yes,87d7586c-4cc7-4d13-803e-578d5ca6bb37,0,200
THE AU LAIT,2022-07-28,0014W00002xcTLUQA2,18. Live,No,f9fa5ee0-0a72-4929-bee6-99b172fc3d37,0,380
Crumpet Concessions Co,2022-07-28,0014W00002xcTo7QAE,18. Live,No,d17ff894-1597-48aa-a2ef-4061a1a5f900,300,2009
"Joy Coffee Company, LLC",2022-07-28,0014W00002xcTeHQAU,18. Live,No,ddde0a6f-06ef-472b-9dd2-b401c884bbe8,480,318
Frenchy’s Pizza,2022-07-28,0014W00002xcTnOQAU,18. Live,No,37a566f2-e5b2-4eaa-afae-6faebf515a88,0,0
Run Westy Run,2022-07-28,0014W00002xcSlkQAE,18. Live,No,ba4d393a-e36e-43c2-96d3-ddefdc84519f,0,0
Louie Wingz & Cafe,2022-07-28,0014W00002xcSJuQAM,18. Live,No,e2750d67-c9b5-4a27-b9c5-b3b9db8126b8,4668,2097
The Rumpus Room,2022-07-28,0014W00002xcTZ7QAM,16. Closed - Onboarded,No,7ab6082f-e21a-457c-b4aa-23ac696aed0e,0,318
Melina's Empanadas,2022-07-27,0014W00002xcRHJQA2,18. Live,No,6a566072-8abf-45ee-a094-04f3efa7fc1c,0,0
Cali Swag Tacos,2022-07-27,0014W00002xcRinQAE,13. Booked - Need Info to Onboard,Yes,8f172ee3-08c7-40b2-86fa-71e112be6405,0,318
Detroit Coney Island,2022-07-27,0014W00002xcRxlQAE,13. Booked - Need Info to Onboard,Yes,b1c1b59b-c264-4426-8c72-6fe480af06dd,0,0
Taqueria Hermanos Chavez,2022-07-27,0014W00002xcR0KQAU,18. Live,No,fdb2a815-ae1b-43be-bb71-65e12a09ab50,0,318
Astin J's,2022-07-27,0014W00002xcQskQAE,18. Live,No,a6fd4b25-0357-4de9-8cee-61160189ad50,0,209
Down Da way kitchen,2022-07-27,0014W00002xcQhWQAU,18. Live,No,1a84be49-b047-4fa3-b2b8-614c939fc00a,300,817
Crazy Dogs,2022-07-26,0014W00002xcPUuQAM,13. Booked - Need Info to Onboard,Yes,e8e887de-4393-45f1-bcfe-bcc90ca9ba8c,0,0
Rayfield's Pharmacy,2022-07-26,0014W00002xcOjlQAE,18. Live,No,4b3fb870-f823-4eb9-84c8-6963a6be312d,1200,1345
"Duckie Buddies, LLC",2022-07-26,0014W00002xcOvXQAU,18. Live,No,007b1535-44aa-4bc0-9010-bd4cf0941bb0,0,518
523 SOUTHERN HALAL,2022-07-26,0014W00002xcPQ4QAM,16. Closed - Onboarded,No,d314aec4-eeba-4590-b703-2b7e00e209fd,0,0
Taqueria El Flacko,2022-07-25,0014W00002xcN31QAE,18. Live,No,fcf78876-aad4-4102-bed4-184bc4504d6f,300,699
Kickin Flavor LLC,2022-07-25,0014W00002xcNu9QAE,17. Closed - On hold by Billing,Yes,d45d9190-e853-4e3f-b19a-438098437607,0,0
Home Run Cafe,2022-07-25,0014W00002xcNj1QAE,16. Closed - Onboarded,Yes,73d19f6a-30f7-4a40-9570-90d091ac0a2e,0,0
Honeyduke Confections,2022-07-25,0014W00002xcMjPQAU,18. Live,No,a51b7746-aaaa-4f61-9ea0-be4cdd95ae99,0,209
Stoneys subs,2022-07-25,0014W00002xcNlHQAU,18. Live,No,93a2f597-8e4b-469a-9cd6-a7e8fddc0fc9,0,199
Nana’s Crazy Chicken,2022-07-25,0014W00002xcNiIQAU,18. Live,No,0fba44e6-c58d-40c3-888b-006927dfdeae,0,518
Grateful Bread,2022-07-25,0014W00002xcNgWQAU,16. Closed - Onboarded,No,75b39fe7-ee8f-45b5-bffb-2356b61280b9,0,0
Upstate Nutrition,2022-07-25,0014W00002xcNr0QAE,13. Booked - Need Info to Onboard,No,7d3064c8-06a7-44ff-ac4e-8ff0eb254d33,0,0
Coney’s Bur-Gour-Met & Buns,2022-07-25,0014W00002xcNmjQAE,13. Booked - Need Info to Onboard,Yes,db94a44f-b2af-4849-810e-98902f03c89e,0,0
Kimmie's Kitchen Tampa,2022-07-25,0014W00002xcMyLQAU,18. Live,No,83a74216-e40a-4a8a-960e-2a2d538e7d2a,0,209
Surf me a taco,2022-07-25,0014W00002xcNhoQAE,18. Live,No,54381d45-977e-40a0-a914-7c9600234271,0,0
SUBS TO GO LLC,2022-07-25,0014W00002xcMlaQAE,16. Closed - Onboarded,No,d98071a7-a96c-4949-836a-b9cf555da00a,0,0
Whatz cookin,2022-07-25,0014W00002mv5xjQAA,18. Live,No,72df4051-aa2d-49a7-b898-3fc5949e4187,0,199
Good Vibes Juice Bar,2022-07-25,0014W00002xcNuTQAU,18. Live,No,32a8f418-bc66-4ee1-9d95-235061261dd3,0,518
Gwens,2022-07-25,0014W00002xcMi7QAE,18. Live,No,398adc96-9f38-429c-b269-83daf5707d38,300,1734
Sweet heart dc,2022-07-25,0014W00002xcNkEQAU,18. Live,No,ecc640ac-2629-41a9-948b-5f1cf62305c3,0,0
I'D Smash That Gourmet Smash Burgers,2022-07-25,0014W00002xcMWuQAM,17. Closed - On hold by Billing,Yes,1b8b451d-2aba-43ac-b28d-c26cf5499e18,0,527
Abby's Charm,2022-07-25,0014W00002xcNRCQA2,15. Closed - On hold by Onboarding,No,bfde9883-2877-487e-82e5-3a505256c910,0,0
Axiom Kitchen,2022-07-24,0014W00002msCfIQAU,13. Booked - Need Info to Onboard,No,1238e3e1-7166-4acf-aa58-8d7a7676d3fa,0,0
Tin Tsin Restaurant,2022-07-23,0014W00002xcLi9QAE,13. Booked - Need Info to Onboard,Yes,bdce117d-fe10-4252-a905-6acf43090e0a,0,0
Goose's Grille,2022-07-23,0014W00002xcLEsQAM,18. Live,No,f8a2480b-47ec-4913-9d83-ef0f2ecba2de,0,527
MOTOR CITY FOOD TRUCK,2022-07-23,0014W00002xcLDuQAM,13. Booked - Need Info to Onboard,Yes,190789cb-28a9-461f-98fc-7c757eb1a6c0,0,0
"Thin Blue Line Services, Inc",2022-07-23,0014W00002xcLGeQAM,13. Booked - Need Info to Onboard,Yes,75aa7f0b-30a0-4bff-b190-0295f6f775ec,0,0
Ty’s Soul Full BBQ,2022-07-23,0014W00002xcLhfQAE,13. Booked - Need Info to Onboard,Yes,1de89c8a-07e4-4eae-91da-ba72ad5c6499,0,0
Covered Up Spuds,2022-07-22,0014W00002xcKfpQAE,18. Live,No,f74be77d-5546-4937-a5a4-b4aff635144d,0,199
Uptown Flavors LLC,2022-07-22,0014W00002mt7WwQAI,18. Live,No,ddd10120-528d-43d5-8c12-ca4f3b80de40,0,318
The Carriage House,2022-07-22,0014W00002xcKR0QAM,16. Closed - Onboarded,Yes,252cb4e3-c9f5-4aa3-878e-c690e1ec255c,0,518
Chocolatier LA,2022-07-22,0014W00002xcL7mQAE,13. Booked - Need Info to Onboard,Yes,2da3d0fa-0e0c-4f9a-857d-f631bf8c702a,0,0
Coops Red Caboose,2022-07-22,0014W00002xcJb3QAE,13. Booked - Need Info to Onboard,No,1cab7ea8-6f98-476d-9c01-c48081a04856,0,727
Restruant 44,2022-07-22,0014W00002xcJdTQAU,13. Booked - Need Info to Onboard,Yes,c45cb82a-71ce-49eb-a8f5-4983192e4cc7,0,0
Crossbones Brewing LLC,2022-07-22,0014W00002xcKPOQA2,13. Booked - Need Info to Onboard,Yes,633ecf41-3f5f-4c9d-9d11-704e39d3bf12,0,0
New Concept,2022-07-22,0014W00002xcJwUQAU,13. Booked - Need Info to Onboard,Yes,c842229f-c95c-4102-9dd2-9f88e50387cc,0,0
Acai & Juice Bar,2022-07-22,0014W00002xcJYiQAM,16. Closed - Onboarded,No,a7388625-6389-45e2-8f5a-98de14903062,0,0
Blu Jam Xpress,2022-07-22,0014W00002xcK31QAE,18. Live,No,ba2a8f17-687a-40a1-ab26-845c7d358e24,1200,907
Local Joe's At Cave Spring,2022-07-21,0014W00002xcI1UQAU,18. Live,No,f8818a9a-e982-4757-aa93-d7e000e9ecfe,1428,1254.6
Austin Adams - DBA - Millie's Sweet Treats & Eats,2022-07-21,0014W00002xcIqpQAE,18. Live,No,487c5091-cb94-4aa9-b3bd-5397868bf1a7,0,318
Tru Taste of Texas,2022-07-21,0014W00002xcIphQAE,13. Booked - Need Info to Onboard,No,99084c99-8dd7-4212-8c94-c881d83fdc0a,0,0
Toros Lifestyle Soccer LLC,2022-07-21,0014W00002xcIyKQAU,18. Live,No,e2f9890a-4bbe-45e1-9f51-405c639868cf,0,0
The Tap Yard,2022-07-21,0014W00002xcIj5QAE,18. Live,No,44e95953-c18e-4c42-bd09-27d03b0c89fd,0,1235
Abundant Life Snack Bar,2022-07-21,0014W00002xcIzXQAU,13. Booked - Need Info to Onboard,Yes,ac3f4b96-c57e-450b-9f3d-7397f0ef172c,0,0
"flavaz street food, llc",2022-07-21,0014W00002xcIiHQAU,16. Closed - Onboarded,No,bfd8e09c-f8bc-469b-b7f4-39373777a62c,0,278.4
Shiretown Marketplace,2022-07-21,0014W00002xcCAKQA2,18. Live,No,b22e7290-9137-4a23-920c-58952eb125dd,3768,2942
Afrodisiac Nola,2022-07-21,0014W00002xcHKwQAM,18. Live,No,ef357b49-9de6-4172-ba72-28ee96cc551d,0,1444
HIGHFOODS,2022-07-21,0014W00002xcIG0QAM,16. Closed - Onboarded,No,4bbab2c3-40c4-42b5-b463-dc2a46c54736,300,817
Holy Smokes,2022-07-21,0014W00002xcHtRQAU,18. Live,No,2c8ca809-e48c-4eb1-a6fa-047e407d99f5,300,499
